MEASSITEHASH;EQENTRYID;CONTEXTNAME;MEASVALUE;PERCENTAGEMEAS;ISVALIDFLAG;INDEXHASH;MEASTIME;SHIFTER;WEBSITEUSERCR
;5382;DP_MESH_FR_HEIGHT_MIN_DT;5.04;;T;skfh_1;2017-07-04 10:27:28;Giannis ;ggiakous
;5382;DP_MESH_FR_HEIGHT_MAX_DT;5.08;;T;skfh_1;2017-07-04 10:27:28;Giannis ;ggiakous
;5382;DP_MESH_FR_HEIGHT_AVG_DT;5.059;;T;skfh_1;2017-07-04 10:27:28;Giannis ;ggiakous
;5382;DP_MESH_FR_HEIGHT_RMS_DT;0.013;;T;skfh_1;2017-07-04 10:27:28;Giannis ;ggiakous
