MEASSITEHASH;EQENTRYID;CONTEXTNAME;MEASVALUE;PERCENTAGEMEAS;ISVALIDFLAG;INDEXHASH;MEASTIME;SHIFTER;WEBSITEUSERCR
;2890;MESH_TENS_TF_MIN_DT;8.35;;T;skfh_1;2017-06-13 12:17:00;Dimos;ggiakous
;2890;MESH_TENS_TF_MAX_DT;11.75;;T;skfh_1;2017-06-13 12:17:00;Dimos;ggiakous
;2890;MESH_TENS_TF_AVG_DT;9.805;;T;skfh_1;2017-06-13 12:17:00;Dimos;ggiakous
;2890;MESH_TENS_TF_RMS_DT;0.967076440673;;T;skfh_1;2017-06-13 12:17:00;Dimos;ggiakous
