MEASSITEHASH;EQENTRYID;CONTEXTNAME;MEASVALUE;PERCENTAGEMEAS;ISVALIDFLAG;INDEXHASH;MEASTIME;SHIFTER;WEBSITEUSERCR
;5385;MESH_TENS_TF_MIN_DT;6.4;;T;skfh_1;2017-06-30 00:00:00;Giannis;ggiakous
;5385;MESH_TENS_TF_MAX_DT;9.95;;T;skfh_1;2017-06-30 00:00:00;Giannis;ggiakous
;5385;MESH_TENS_TF_AVG_DT;8.44;;T;skfh_1;2017-06-30 00:00:00;Giannis;ggiakous
;5385;MESH_TENS_TF_RMS_DT;1.06;;T;skfh_1;2017-06-30 00:00:00;Giannis;ggiakous
