MEASSITEHASH;EQENTRYID;CONTEXTNAME;MEASVALUE;PERCENTAGEMEAS;ISVALIDFLAG;INDEXHASH;MEASTIME;SHIFTER;WEBSITEUSERCR
;5383;MESH_TENS_DG_MIN_DT;9.95;;T;skfh_1;2017-06-21 14:35:00;Giannis;ggiakous
;5383;MESH_TENS_DG_MAX_DT;16.6;;T;skfh_1;2017-06-21 14:35:00;Giannis;ggiakous
;5383;MESH_TENS_DG_AVG_DT;12.66;;T;skfh_1;2017-06-21 14:35:00;Giannis;ggiakous
;5383;MESH_TENS_DG_RMS_DT;1.62;;T;skfh_1;2017-06-21 14:35:00;Giannis;ggiakous
