MEASSITEHASH;EQENTRYID;CONTEXTNAME;MEASVALUE;PERCENTAGEMEAS;ISVALIDFLAG;INDEXHASH;MEASTIME;SHIFTER;WEBSITEUSERCR
;5383;MESH_TENS_AG_MIN_DT;10.75;;T;skfh_1;2017-06-22 12:00:00;Giannis;ggiakous
;5383;MESH_TENS_AG_MAX_DT;15.55;;T;skfh_1;2017-06-22 12:00:00;Giannis;ggiakous
;5383;MESH_TENS_AG_AVG_DT;12.12;;T;skfh_1;2017-06-22 12:00:00;Giannis;ggiakous
;5383;MESH_TENS_AG_RMS_DT;1.36;;T;skfh_1;2017-06-22 12:00:00;Giannis;ggiakous
